"Date(UTC)","Julian Date","MET","TS","Photon Flux [0.1-100 GeV](photons cm-2 s-1)","Photon Flux Error(photons cm-2 s-1)","Photon Index","Photon Index Error","Fit Tolerance","MINUIT Return Code","Analysis Log"
"Oct 31 2014","2456962","436449601","0.42","< 8.96e-8","-","-","-","1e-8","0","bin760.log"
"Nov 03 2014","2456965","436708801","2.72","< 1.25e-7","-","-","-","1e-8","0","bin761.log"
"Nov 06 2014","2456968","436968001","6.37","3.90e-8","2.85e-8","-2.1","-","1e-8","0","bin762.log"
"Nov 09 2014","2456971","437227201","10.02","4.20e-8","2.70e-8","-2.1","-","1e-8","0","bin763.log"
"Nov 12 2014","2456974","437486401","2.54","< 9.31e-8","-","-","-","1e-8","0","bin764.log"
"Nov 15 2014","2456977","437745601","0.37","< 6.23e-8","-","-","-","1e-8","0","bin765.log"
"Nov 18 2014","2456980","438004801","0","< 6.12e-8","-","-","-","1e-8","0","bin766.log"
"Nov 21 2014","2456983","438264001","4.54","4.24e-8","3.50e-8","-2.1","-","1e-8","0","bin767.log"
"Nov 24 2014","2456986","438523201","6.56","6.06e-8","4.28e-8","-2.1","-","1e-8","0","bin768.log"
"Nov 27 2014","2456989","438782401","0","< 5.56e-8","-","-","-","1e-8","0","bin769.log"
"Nov 30 2014","2456992","439041601","18.22","6.91e-8","3.37e-8","-2.1","-","1e-8","0","bin770.log"
"Dec 03 2014","2456995","439300801","8.26","6.70e-8","3.62e-8","-2.1","-","1e-8","0","bin771.log"
"Dec 06 2014","2456998","439560001","0.01","< 6.19e-8","-","-","-","1e-8","0","bin772.log"
"Dec 09 2014","2457001","439819201","0.15","< 7.43e-8","-","-","-","1e-8","0","bin773.log"
"Dec 12 2014","2457004","440078401","9.15","3.68e-8","2.59e-8","-2.1","-","1e-8","0","bin774.log"
"Dec 15 2014","2457007","440337601","9.26","7.23e-8","3.36e-8","-2.1","-","1e-8","0","bin775.log"
"Dec 18 2014","2457010","440596801","5.02","3.47e-8","2.49e-8","-2.1","-","1e-8","0","bin776.log"
"Dec 21 2014","2457013","440856001","59.26","1.37e-7","3.70e-8","-2.1","-","1e-8","0","bin777.log"
"Dec 24 2014","2457016","441115201","36.39","1.24e-7","3.77e-8","-2.1","-","1e-8","0","bin778.log"
"Dec 27 2014","2457019","441374401","55.5","1.99e-7","4.70e-8","-2.1","-","1e-8","0","bin779.log"
"Dec 30 2014","2457022","441633601","33.57","1.33e-7","3.95e-8","-2.1","-","1e-8","0","bin780.log"
"Jan 02 2015","2457025","441892801","21.45","9.56e-8","3.47e-8","-2.1","-","1e-8","0","bin781.log"
"Jan 05 2015","2457028","442152001","13.26","8.85e-8","3.55e-8","-2.1","-","1e-8","0","bin782.log"
"Jan 08 2015","2457031","442411201","2.4","< 9.99e-8","-","-","-","1e-8","0","bin783.log"
"Jan 11 2015","2457034","442670401","25.52","1.18e-7","3.95e-8","-2.1","-","1e-8","0","bin784.log"
"Jan 14 2015","2457037","442929601","16.15","1.10e-7","4.16e-8","-2.1","-","1e-8","0","bin785.log"
"Jan 17 2015","2457040","443188801","8.66","6.61e-8","3.32e-8","-2.1","-","1e-8","0","bin786.log"
"Jan 20 2015","2457043","443448001","25.5","1.24e-7","3.92e-8","-2.1","-","1e-8","0","bin787.log"
"Jan 23 2015","2457046","443707201","15.26","7.72e-8","3.32e-8","-2.1","-","1e-8","0","bin788.log"
"Jan 26 2015","2457049","443966401","52.61","2.12e-7","4.70e-8","-2.1","-","1e-8","0","bin789.log"
"Jan 29 2015","2457052","444225601","28.99","1.06e-7","3.69e-8","-2.1","-","1e-8","0","bin790.log"
"Feb 01 2015","2457054","444484801","38.91","2.32e-7","6.50e-8","-2.1","-","1e-8","0","bin791.log"
"Feb 04 2015","2457057","444744001","28.18","1.46e-7","4.60e-8","-2.1","-","1e-8","0","bin792.log"
"Feb 07 2015","2457060","445003201","24.57","1.09e-7","3.75e-8","-2.1","-","1e-8","0","bin793.log"
"Feb 10 2015","2457063","445262401","6.08","7.79e-8","4.22e-8","-2.1","-","1e-8","0","bin794.log"
"Feb 13 2015","2457066","445521601","8.91","9.49e-8","4.31e-8","-2.1","-","1e-8","0","bin795.log"
"Feb 16 2015","2457069","445780801","21.15","1.16e-7","4.16e-8","-2.1","-","1e-8","0","bin796.log"
"Feb 19 2015","2457072","446040001","21.48","1.14e-7","4.28e-8","-2.1","-","1e-8","0","bin797.log"
"Feb 22 2015","2457075","446299201","19.86","6.96e-8","3.13e-8","-2.1","-","1e-8","0","bin798.log"
"Feb 25 2015","2457078","446558401","16.4","9.15e-8","3.51e-8","-2.1","-","1e-8","0","bin799.log"
"Feb 28 2015","2457081","446817601","7.41","6.58e-8","3.53e-8","-2.1","-","1e-8","0","bin800.log"
"Mar 03 2015","2457087","447076801","7.41","6.60e-8","3.47e-8","-2.1","-","1e-8","0","bin801.log"
"Mar 06 2015","2457090","447336001","8.12","7.43e-8","3.66e-8","-2.1","-","1e-8","0","bin802.log"
"Mar 09 2015","2457093","447595201","8.6","6.29e-8","3.32e-8","-2.1","-","1e-8","0","bin803.log"
"Mar 12 2015","2457096","447854401","2.26","< 1.29e-7","-","-","-","1e-8","0","bin804.log"
"Mar 15 2015","2457099","448113601","21.11","1.11e-7","4.11e-8","-2.1","-","1e-8","0","bin805.log"
"Mar 18 2015","2457102","448372801","35.66","2.14e-7","5.90e-8","-2.1","-","1e-8","0","bin806.log"
"Mar 21 2015","2457105","448632001","0.03","< 1.16e-7","-","-","-","1e-8","0","bin807.log"
"Mar 24 2015","2457108","448891201","7.6","5.03e-8","3.23e-8","-2.1","-","1e-8","0","bin808.log"
"Mar 27 2015","2457111","449150401","17","1.42e-7","5.26e-8","-2.1","-","1e-8","0","bin809.log"
"Mar 30 2015","2457114","449409601","14.47","1.14e-7","4.93e-8","-2.1","-","1e-8","0","bin810.log"
"Apr 02 2015","2457116","449668801","8.64","8.02e-8","4.35e-8","-2.1","-","1e-8","0","bin811.log"
"Apr 05 2015","2457119","449928001","3.56","< 1.55e-7","-","-","-","1e-8","0","bin812.log"
"Apr 08 2015","2457122","450187201","28.24","1.52e-7","4.60e-8","-2.1","-","1e-8","0","bin813.log"
"Apr 11 2015","2457125","450446401","13.85","9.77e-8","4.16e-8","-2.1","-","1e-8","0","bin814.log"
"Apr 14 2015","2457128","450705601","6.28","7.07e-8","3.67e-8","-2.1","-","1e-8","0","bin815.log"
"Apr 17 2015","2457131","450964801","14.42","5.72e-8","2.80e-8","-2.1","-","1e-8","0","bin816.log"
"Apr 20 2015","2457134","451224001","6.16","3.89e-8","2.45e-8","-2.1","-","1e-8","0","bin817.log"
"Apr 23 2015","2457137","451483201","38.03","1.53e-7","4.30e-8","-2.1","-","1e-8","0","bin818.log"
"Apr 26 2015","2457140","451742401","63","2.10e-7","4.90e-8","-2.1","-","1e-8","0","bin819.log"
"Apr 29 2015","2457143","452001601","67.28","2.39e-7","5.30e-8","-2.1","-","1e-8","0","bin820.log"
"May 02 2015","2457146","452260801","196.14","4.62e-7","6.40e-8","-2.1","-","1e-8","0","bin821.log"
"May 05 2015","2457149","452520001","57.28","1.95e-7","4.30e-8","-2.1","-","1e-8","0","bin822.log"
"May 08 2015","2457152","452779201","107.37","3.01e-7","5.40e-8","-2.1","-","1e-8","0","bin823.log"
"May 11 2015","2457155","453038401","85.21","2.59e-7","5.40e-8","-2.1","-","1e-8","0","bin824.log"
"May 14 2015","2457158","453297601","47.55","2.57e-7","6.00e-8","-2.1","-","1e-8","0","bin825.log"
"May 17 2015","2457161","453556801","43.6","1.86e-7","4.90e-8","-2.1","-","1e-8","0","bin826.log"
"May 20 2015","2457164","453816001","33.02","1.90e-7","5.10e-8","-2.1","-","1e-8","0","bin827.log"
"May 23 2015","2457167","454075201","0.67","< 1.03e-7","-","-","-","1e-8","0","bin828.log"
"May 26 2015","2457170","454334401","9.95","6.11e-8","3.27e-8","-2.1","-","1e-8","0","bin829.log"
"May 29 2015","2457173","454593601","2.66","< 1.08e-7","-","-","-","1e-8","0","bin830.log"
"Jun 01 2015","2457176","454852801","7.6","7.59e-8","3.99e-8","-2.1","-","1e-8","0","bin831.log"
"Jun 04 2015","2457179","455112001","18.65","1.02e-7","4.09e-8","-2.1","-","1e-8","0","bin832.log"
"Jun 07 2015","2457182","455371201","25.74","1.49e-7","4.70e-8","-2.1","-","1e-8","0","bin833.log"
"Jun 10 2015","2457185","455630401","83.1","2.83e-7","5.50e-8","-2.1","-","1e-8","0","bin834.log"
"Jun 13 2015","2457188","455889601","24.96","9.64e-8","3.62e-8","-2.1","-","1e-8","0","bin835.log"
"Jun 16 2015","2457191","456148801","59.47","1.65e-7","3.90e-8","-2.1","-","1e-8","0","bin836.log"
"Jun 19 2015","2457194","456408001","76.27","2.43e-7","5.00e-8","-2.1","-","1e-8","0","bin837.log"
"Jun 22 2015","2457197","456667201","61.04","1.59e-7","3.80e-8","-2.1","-","1e-8","0","bin838.log"
"Jun 25 2015","2457200","456926401","44.39","1.70e-7","4.40e-8","-2.1","-","1e-8","0","bin839.log"
"Jun 28 2015","2457203","457185601","78.23","2.65e-7","5.30e-8","-2.1","-","1e-8","0","bin840.log"
"Jul 01 2015","2457206","457444801","68.79","2.26e-7","5.00e-8","-2.1","-","1e-8","0","bin841.log"
"Jul 04 2015","2457209","457704001","52.39","1.56e-7","4.40e-8","-2.1","-","1e-8","0","bin842.log"
"Jul 07 2015","2457212","457963201","22.03","1.15e-7","3.95e-8","-2.1","-","1e-8","0","bin843.log"
"Jul 10 2015","2457215","458222401","46.76","1.52e-7","4.30e-8","-2.1","-","1e-8","0","bin844.log"
"Jul 13 2015","2457218","458481601","50.07","1.66e-7","4.80e-8","-2.1","-","1e-8","0","bin845.log"
"Jul 16 2015","2457221","458740801","0.98","< 1.22e-7","-","-","-","1e-8","0","bin846.log"
"Jul 19 2015","2457224","459000001","12.87","7.81e-8","3.73e-8","-2.1","-","1e-8","0","bin847.log"
"Jul 25 2015","2457230","459518401","5.97","6.92e-8","3.85e-8","-2.1","-","1e-8","0","bin849.log"
"Jul 28 2015","2457233","459777601","11.59","6.45e-8","3.30e-8","-2.1","-","1e-8","0","bin850.log"
"Jul 31 2015","2457236","460036801","10.21","6.55e-8","3.43e-8","-2.1","-","1e-8","0","bin851.log"
"Aug 03 2015","2457239","460296001","0.87","< 7.47e-8","-","-","-","1e-8","0","bin852.log"
"Aug 06 2015","2457242","460555201","17.95","8.34e-8","3.52e-8","-2.1","-","1e-8","0","bin853.log"
"Aug 09 2015","2457245","460814401","40.58","1.38e-7","3.94e-8","-2.1","-","1e-8","0","bin854.log"
"Aug 12 2015","2457248","461073601","52.49","1.56e-7","4.10e-8","-2.1","-","1e-8","0","bin855.log"
"Aug 15 2015","2457251","461332801","39.15","1.35e-7","3.92e-8","-2.1","-","1e-8","0","bin856.log"
"Aug 18 2015","2457254","461592001","15.79","7.24e-8","3.11e-8","-2.1","-","1e-8","0","bin857.log"
"Aug 21 2015","2457257","461851201","36.35","1.55e-7","4.30e-8","-2.1","-","1e-8","0","bin858.log"
"Aug 24 2015","2457260","462110401","11.72","1.06e-7","4.29e-8","-2.1","-","1e-8","0","bin859.log"
"Aug 27 2015","2457263","462369601","49.99","2.05e-7","5.10e-8","-2.1","-","1e-8","0","bin860.log"
"Aug 30 2015","2457266","462628801","43.52","1.71e-7","4.50e-8","-2.1","-","1e-8","0","bin861.log"
"Sep 02 2015","2457268","462888001","20.56","1.13e-7","4.52e-8","-2.1","-","1e-8","0","bin862.log"
"Sep 05 2015","2457271","463147201","15.03","1.38e-7","4.94e-8","-2.1","-","1e-8","0","bin863.log"
"Sep 08 2015","2457274","463406401","27.43","1.98e-7","5.70e-8","-2.1","-","1e-8","0","bin864.log"
"Sep 11 2015","2457277","463665601","15.31","8.81e-8","3.86e-8","-2.1","-","1e-8","0","bin865.log"
"Sep 14 2015","2457280","463924801","7.21","9.50e-8","4.61e-8","-2.1","-","1e-8","0","bin866.log"
"Sep 17 2015","2457283","464184001","7.85","6.85e-8","3.85e-8","-2.1","-","1e-8","0","bin867.log"
"Sep 20 2015","2457286","464443201","23.68","1.17e-7","4.00e-8","-2.1","-","1e-8","0","bin868.log"
"Sep 23 2015","2457289","464702401","43.8","1.34e-7","3.96e-8","-2.1","-","1e-8","0","bin869.log"
"Sep 26 2015","2457292","464961601","9.11","8.50e-8","3.86e-8","-2.1","-","1e-8","0","bin870.log"
"Sep 29 2015","2457295","465220801","18.42","9.52e-8","3.90e-8","-2.1","-","1e-8","0","bin871.log"
"Oct 02 2015","2457299","465480001","26.75","1.14e-7","3.94e-8","-2.1","-","1e-8","0","bin872.log"
"Oct 05 2015","2457302","465739201","41.26","1.68e-7","4.80e-8","-2.1","-","1e-8","0","bin873.log"
"Oct 08 2015","2457305","465998401","11.06","9.23e-8","3.88e-8","-2.1","-","1e-8","0","bin874.log"
"Oct 11 2015","2457308","466257601","6.28","7.27e-8","3.68e-8","-2.1","-","1e-8","0","bin875.log"
"Oct 14 2015","2457311","466516801","12.75","7.86e-8","3.31e-8","-2.1","-","1e-8","0","bin876.log"
"Oct 17 2015","2457314","466776001","38.34","1.32e-7","3.97e-8","-2.1","-","1e-8","0","bin877.log"
"Oct 20 2015","2457317","467035201","30.02","8.64e-8","3.55e-8","-2.1","-","1e-8","0","bin878.log"
"Oct 23 2015","2457320","467294401","8.69","7.58e-8","3.79e-8","-2.1","-","1e-8","0","bin879.log"
"Oct 26 2015","2457323","467553601","0","< 5.81e-8","-","-","-","1e-8","0","bin880.log"
"Oct 29 2015","2457326","467812801","14.3","8.78e-8","3.88e-8","-2.1","-","1e-8","0","bin881.log"
"Nov 01 2015","2457328","468072001","8.64","5.05e-8","2.76e-8","-2.1","-","1e-8","0","bin882.log"
"Nov 04 2015","2457331","468331201","16.25","8.47e-8","3.24e-8","-2.1","-","1e-8","0","bin883.log"
"Nov 07 2015","2457334","468590401","16.63","9.40e-8","3.82e-8","-2.1","-","1e-8","0","bin884.log"
"Nov 10 2015","2457337","468849601","12.8","1.04e-7","3.95e-8","-2.1","-","1e-8","0","bin885.log"
"Nov 13 2015","2457340","469108801","74.47","2.20e-7","4.60e-8","-2.1","-","1e-8","0","bin886.log"
"Nov 16 2015","2457343","469368001","201.84","4.25e-7","5.80e-8","-2.1","-","1e-8","0","bin887.log"
"Nov 19 2015","2457346","469627201","661.09","9.76e-7","8.50e-8","-2.1","-","1e-8","0","bin888.log"
"Nov 22 2015","2457349","469886401","402.03","6.93e-7","7.30e-8","-2.1","-","1e-8","0","bin889.log"
"Nov 25 2015","2457352","470145601","596.94","8.62e-7","8.30e-8","-2.1","-","1e-8","0","bin890.log"
"Nov 28 2015","2457355","470404801","332.97","5.98e-7","7.20e-8","-2.1","-","1e-8","0","bin891.log"
"Dec 01 2015","2457359","470664001","102.3","2.87e-7","5.40e-8","-2.1","-","1e-8","0","bin892.log"
"Dec 04 2015","2457362","470923201","83.13","2.46e-7","5.10e-8","-2.1","-","1e-8","0","bin893.log"
"Dec 07 2015","2457365","471182401","61.35","2.04e-7","4.80e-8","-2.1","-","1e-8","0","bin894.log"
"Dec 10 2015","2457368","471441601","22.56","1.18e-7","3.89e-8","-2.1","-","1e-8","0","bin895.log"
"Dec 13 2015","2457371","471700801","76.29","2.55e-7","5.20e-8","-2.1","-","1e-8","0","bin896.log"
"Dec 16 2015","2457374","471960001","133.96","3.31e-7","5.50e-8","-2.1","-","1e-8","0","bin897.log"
"Dec 19 2015","2457377","472219201","74.97","2.11e-7","4.70e-8","-2.1","-","1e-8","0","bin898.log"
"Dec 22 2015","2457380","472478401","108.98","2.54e-7","4.90e-8","-2.1","-","1e-8","0","bin899.log"
"Dec 25 2015","2457383","472737601","198.61","4.99e-7","6.80e-8","-2.1","-","1e-8","0","bin900.log"
"Dec 28 2015","2457386","472996801","143.6","3.07e-7","5.00e-8","-2.1","-","1e-8","0","bin901.log"
"Dec 31 2015","2457389","473256001","55.16","1.72e-7","4.30e-8","-2.1","-","1e-8","0","bin902.log"
"Jan 03 2016","2457391","473515201","23.84","1.18e-7","4.12e-8","-2.1","-","1e-8","0","bin903.log"
"Jan 06 2016","2457394","473774401","32.71","1.39e-7","4.22e-8","-2.1","-","1e-8","0","bin904.log"
"Jan 09 2016","2457397","474033601","7.09","6.23e-8","3.77e-8","-2.1","-","1e-8","0","bin905.log"
"Jan 12 2016","2457400","474292801","4.72","9.58e-8","7.07e-8","-2.1","-","1e-8","0","bin906.log"
"Jan 15 2016","2457403","474552001","71.35","1.90e-7","4.30e-8","-2.1","-","1e-8","0","bin907.log"
"Jan 18 2016","2457406","474811201","91.75","3.33e-7","6.10e-8","-2.1","-","1e-8","0","bin908.log"
"Jan 21 2016","2457409","475070401","169.36","3.94e-7","5.90e-8","-2.1","-","1e-8","0","bin909.log"
"Jan 24 2016","2457412","475329601","25.42","8.48e-8","3.18e-8","-2.1","-","1e-8","0","bin910.log"
"Jan 27 2016","2457415","475588801","19.38","9.76e-8","3.67e-8","-2.1","-","1e-8","0","bin911.log"
"Jan 30 2016","2457418","475848001","0.03","< 7.94e-8","-","-","-","1e-8","0","bin912.log"
"Feb 02 2016","2457420","476107201","32.57","9.79e-8","3.49e-8","-2.1","-","1e-8","0","bin913.log"
"Feb 05 2016","2457423","476366401","10.02","9.42e-8","4.16e-8","-2.1","-","1e-8","0","bin914.log"
"Feb 08 2016","2457426","476625601","10.71","8.07e-8","3.57e-8","-2.1","-","1e-8","0","bin915.log"
"Feb 11 2016","2457429","476884801","23.36","1.25e-7","4.18e-8","-2.1","-","1e-8","0","bin916.log"
"Feb 14 2016","2457432","477144001","43.74","1.81e-7","4.60e-8","-2.1","-","1e-8","0","bin917.log"
"Feb 17 2016","2457435","477403201","21.29","1.61e-7","4.80e-8","-2.1","-","1e-8","0","bin918.log"
"Feb 20 2016","2457438","477662401","23.99","1.43e-7","4.51e-8","-2.1","-","1e-8","0","bin919.log"
"Feb 23 2016","2457441","477921601","4.09","4.01e-8","2.86e-8","-2.1","-","1e-8","0","bin920.log"
"Feb 26 2016","2457444","478180801","33.98","1.46e-7","4.72e-8","-2.1","-","1e-8","0","bin921.log"
"Feb 29 2016","2457447","478440001","162.18","4.10e-7","6.20e-8","-2.1","-","1e-8","0","bin922.log"
"Mar 03 2016","2457452","478699201","175.6","4.21e-7","6.20e-8","-2.1","-","1e-8","0","bin923.log"
"Mar 06 2016","2457455","478958401","96.47","2.97e-7","5.50e-8","-2.1","-","1e-8","0","bin924.log"
"Mar 09 2016","2457458","479217601","143.49","3.90e-7","6.40e-8","-2.1","-","1e-8","0","bin925.log"
"Mar 12 2016","2457461","479476801","29.13","1.32e-7","4.19e-8","-2.1","-","1e-8","0","bin926.log"
"Mar 15 2016","2457464","479736001","59.57","1.73e-7","4.40e-8","-2.1","-","1e-8","0","bin927.log"
"Mar 18 2016","2457467","479995201","14.84","1.05e-7","3.99e-8","-2.1","-","1e-8","0","bin928.log"
"Mar 21 2016","2457470","480254401","22.82","8.51e-8","3.40e-8","-2.1","-","1e-8","0","bin929.log"
"Mar 24 2016","2457473","480513601","18.3","1.15e-7","4.08e-8","-2.1","-","1e-8","0","bin930.log"
"Mar 27 2016","2457476","480772801","36.6","1.23e-7","3.80e-8","-2.1","-","1e-8","0","bin931.log"
"Mar 30 2016","2457479","481032001","10.15","8.73e-8","4.20e-8","-2.1","-","1e-8","0","bin932.log"
"Apr 02 2016","2457481","481291201","18.96","9.84e-8","3.95e-8","-2.1","-","1e-8","0","bin933.log"
"Apr 05 2016","2457484","481550401","10.55","7.48e-8","3.74e-8","-2.1","-","1e-8","0","bin934.log"
"Apr 08 2016","2457487","481809601","0","< 6.61e-8","-","-","-","1e-8","0","bin935.log"
"Apr 11 2016","2457490","482068801","11.95","7.23e-8","3.42e-8","-2.1","-","1e-8","0","bin936.log"
"Apr 14 2016","2457493","482328001","12.11","9.11e-8","3.99e-8","-2.1","-","1e-8","0","bin937.log"
"Apr 17 2016","2457496","482587201","5.58","6.49e-8","3.94e-8","-2.1","-","1e-8","0","bin938.log"
"Apr 20 2016","2457499","482846401","1.01","< 7.78e-8","-","-","-","1e-8","0","bin939.log"
"Apr 23 2016","2457502","483105601","4.7","5.33e-8","3.20e-8","-2.1","-","1e-8","0","bin940.log"
"Apr 26 2016","2457505","483364801","69.58","2.06e-7","4.60e-8","-2.1","-","1e-8","0","bin941.log"
"Apr 29 2016","2457508","483624001","33.81","1.66e-7","4.60e-8","-2.1","-","1e-8","0","bin942.log"
"May 02 2016","2457512","483883201","38.1","1.90e-7","5.20e-8","-2.1","-","1e-8","0","bin943.log"
"May 05 2016","2457515","484142401","76.19","2.24e-7","5.00e-8","-2.1","-","1e-8","0","bin944.log"
"May 08 2016","2457518","484401601","69.2","2.35e-7","5.10e-8","-2.1","-","1e-8","0","bin945.log"
"May 11 2016","2457521","484660801","71.51","2.55e-7","5.40e-8","-2.1","-","1e-8","0","bin946.log"
"May 14 2016","2457524","484920001","38.61","1.63e-7","4.30e-8","-2.1","-","1e-8","0","bin947.log"
"May 17 2016","2457527","485179201","4.94","6.20e-8","3.54e-8","-2.1","-","1e-8","0","bin948.log"
"May 20 2016","2457530","485438401","0.01","< 9.17e-8","-","-","-","1e-8","0","bin949.log"
"May 23 2016","2457533","485697601","8.99","7.86e-8","4.35e-8","-2.1","-","1e-8","0","bin950.log"
"May 26 2016","2457536","485956801","0.09","< 8.51e-8","-","-","-","1e-8","0","bin951.log"
"May 29 2016","2457539","486216001","0.09","< 7.33e-8","-","-","-","1e-8","0","bin952.log"
"Jun 01 2016","2457541","486475201","2.15","< 1.18e-7","-","-","-","1e-8","0","bin953.log"
"Jun 04 2016","2457544","486734401","8.06","6.53e-8","3.58e-8","-2.1","-","1e-8","0","bin954.log"
"Jun 07 2016","2457547","486993601","4.06","6.07e-8","3.82e-8","-2.1","-","1e-8","0","bin955.log"
"Jun 10 2016","2457550","487252801","49.15","1.80e-7","4.60e-8","-2.1","-","1e-8","0","bin956.log"
"Jun 13 2016","2457553","487512001","48.48","1.78e-7","4.60e-8","-2.1","-","1e-8","0","bin957.log"
"Jun 16 2016","2457556","487771201","68.72","2.50e-7","5.50e-8","-2.1","-","1e-8","0","bin958.log"
"Jun 19 2016","2457559","488030401","71.61","2.96e-7","6.40e-8","-2.1","-","1e-8","0","bin959.log"
"Jun 22 2016","2457562","488289601","95.46","3.20e-7","6.40e-8","-2.1","-","1e-8","0","bin960.log"
"Jun 25 2016","2457565","488548801","45.56","2.04e-7","5.90e-8","-2.1","-","1e-8","0","bin961.log"
"Jun 28 2016","2457568","488808001","152.8","3.39e-7","5.80e-8","-2.1","-","1e-8","0","bin962.log"
"Jul 01 2016","2457572","489067201","144.27","2.92e-7","5.00e-8","-2.1","-","1e-8","0","bin963.log"
"Jul 04 2016","2457575","489326401","27.94","1.26e-7","4.33e-8","-2.1","-","1e-8","0","bin964.log"
"Jul 07 2016","2457578","489585601","0","< 7.81e-8","-","-","-","1e-8","0","bin965.log"
"Jul 10 2016","2457581","489844801","11.52","8.15e-8","3.72e-8","-2.1","-","1e-8","0","bin966.log"
"Jul 13 2016","2457584","490104001","10.7","8.76e-8","4.03e-8","-2.1","-","1e-8","0","bin967.log"
"Jul 16 2016","2457587","490363201","0.57","< 9.81e-8","-","-","-","1e-8","0","bin968.log"
"Jul 19 2016","2457590","490622401","20.44","1.25e-7","4.94e-8","-2.1","-","1e-8","0","bin969.log"
"Jul 22 2016","2457593","490881601","33.61","2.01e-7","6.20e-8","-2.1","-","1e-8","0","bin970.log"
"Jul 25 2016","2457596","491140801","66.27","1.94e-7","4.90e-8","-2.1","-","1e-8","0","bin971.log"
"Jul 28 2016","2457599","491400001","5.12","5.07e-8","3.29e-8","-2.1","-","1e-8","0","bin972.log"
"Jul 31 2016","2457602","491659201","13.69","1.06e-7","4.00e-8","-2.1","-","1e-8","0","bin973.log"
"Aug 03 2016","2457604","491918401","0","< 2.61e-7","-","-","-","1e-8","0","bin974.log"
"Aug 06 2016","2457607","492177601","0","< 3.53e-5","-","-","-","1e-8","101","bin975.log"
"Aug 09 2016","2457610","492436801","6.28","4.61e-8","3.32e-8","-2.1","-","1e-8","0","bin976.log"
"Aug 12 2016","2457613","492696001","54.18","1.88e-7","4.60e-8","-2.1","-","1e-8","0","bin977.log"
"Aug 15 2016","2457616","492955201","12.9","7.21e-8","3.56e-8","-2.1","-","1e-8","0","bin978.log"
"Aug 18 2016","2457619","493214401","12.22","8.17e-8","3.42e-8","-2.1","-","1e-8","0","bin979.log"
"Aug 21 2016","2457622","493473601","7.6","8.25e-8","3.78e-8","-2.1","-","1e-8","0","bin980.log"
"Aug 24 2016","2457625","493732801","3.3","< 9.72e-8","-","-","-","1e-8","0","bin981.log"
"Aug 27 2016","2457628","493992001","2.31","< 1.06e-7","-","-","-","1e-8","0","bin982.log"
"Aug 30 2016","2457631","494251201","14.58","8.15e-8","3.79e-8","-2.1","-","1e-8","0","bin983.log"
"Sep 02 2016","2457633","494510401","9.37","7.83e-8","3.70e-8","-2.1","-","1e-8","0","bin984.log"
"Sep 05 2016","2457636","494769601","0.55","< 8.04e-8","-","-","-","1e-8","0","bin985.log"
"Sep 08 2016","2457639","495028801","0","< 6.24e-8","-","-","-","1e-8","0","bin986.log"
"Sep 11 2016","2457642","495288001","0.64","< 9.23e-8","-","-","-","1e-8","0","bin987.log"
"Sep 14 2016","2457645","495547201","1.17","< 8.18e-8","-","-","-","1e-8","0","bin988.log"
"Sep 17 2016","2457648","495806401","5.09","6.47e-8","3.96e-8","-2.1","-","1e-8","0","bin989.log"
"Sep 20 2016","2457651","496065601","1.32","< 9.26e-8","-","-","-","1e-8","0","bin990.log"
"Sep 23 2016","2457654","496324801","0.71","< 8.04e-8","-","-","-","1e-8","0","bin991.log"
"Sep 26 2016","2457657","496584001","0.52","< 6.75e-8","-","-","-","1e-8","0","bin992.log"
"Sep 29 2016","2457660","496843201","0","< 6.16e-8","-","-","-","1e-8","0","bin993.log"
"Oct 02 2016","2457664","497102401","0.37","< 7.64e-8","-","-","-","1e-8","0","bin994.log"
"Oct 05 2016","2457667","497361601","1.93","< 1.22e-7","-","-","-","1e-8","0","bin995.log"
"Oct 08 2016","2457670","497620801","0","< 6.44e-8","-","-","-","1e-8","0","bin996.log"
"Oct 11 2016","2457673","497880001","1.87","< 1.10e-7","-","-","-","1e-8","0","bin997.log"
"Oct 14 2016","2457676","498139201","5.94","6.52e-8","3.67e-8","-2.1","-","1e-8","0","bin998.log"
"Oct 17 2016","2457679","498398401","0","< 5.20e-8","-","-","-","1e-8","0","bin999.log"
"Oct 20 2016","2457682","498657601","5.54","3.12e-8","2.66e-8","-2.1","-","1e-8","0","bin1000.log"
"Oct 23 2016","2457685","498916801","0.02","< 1.09e-7","-","-","-","1e-8","0","bin1001.log"
"Oct 26 2016","2457688","499176001","3.7","< 1.42e-7","-","-","-","1e-8","0","bin1002.log"
"Oct 29 2016","2457691","499435201","22.38","1.60e-7","5.70e-8","-2.1","-","1e-8","0","bin1003.log"
"Nov 01 2016","2457693","499694401","0.11","< 9.45e-8","-","-","-","1e-8","0","bin1004.log"
"Nov 04 2016","2457696","499953601","42.87","2.28e-7","6.10e-8","-2.1","-","1e-8","0","bin1005.log"
"Nov 07 2016","2457699","500212801","7.87","5.83e-8","3.33e-8","-2.1","-","1e-8","0","bin1006.log"
"Nov 10 2016","2457702","500472001","2.08","< 1.27e-7","-","-","-","1e-8","0","bin1007.log"
"Nov 13 2016","2457705","500731201","11.45","7.77e-8","3.98e-8","-2.1","-","1e-8","0","bin1008.log"
"Nov 16 2016","2457708","500990401","39.59","1.31e-7","4.13e-8","-2.1","-","1e-8","0","bin1009.log"
